repo,commit_sha_full,commit_sha,commit_message,commit_type,language,author,committed_at,commit_hour,day_of_week,is_weekend,is_night_commit,lines_added,lines_deleted,files_changed,test_files_changed,num_methods,avg_complexity,is_buggy,label_source,language_group,time_period,confidence,linked_issue,churn_ratio,test_ratio,complexity_per_file,prior_bugs_author
onnx/onnx,c2f534fc204c944a2c8c541bbba115ba0bf88cfe,c2f534fc20,Added Windows ARM64 build support for ONNX (#4937)  ### Description <!-- - Describe your changes. -->   ### Motivation and Context <!-- - Why is this change required? What problem does it solve? --> <,bugfix,Python,Ilya Lavrenov,2023-08-08 23:47:14+00:00,23,1,0,1,8,2,1,0,1,21.0,0,clean,Python,2021-2023,1.0,,2.67,0.0,10.5,0
onnx/onnx,2ae09c2adf25e3c9454c6e745f3a086bb619ff0e,2ae09c2adf,"Fix typo in ""LayerNormalization"" docs (#5351)  ### Description Fix typo in ""LayerNormalization"" node's description. Now it is said that attribute ""axis"" can be equal to ""rank(X)"", which has no sense. ",bugfix,Unknown,Rail,2023-08-09 16:55:37+00:00,16,2,0,0,3,3,3,0,0,0.0,0,clean,Python,2021-2023,1.0,,0.75,0.0,0.0,0
onnx/onnx,6deac42ca329e71fc9fe78355428b6e9c9484993,6deac42ca3,Always upload SARIF in PR (#5486)  I realized the SARIF file wasn’t uploaded without always()  Use `i` to toggle comment display if needed.  Signed-off-by: Justin Chu <justinchuby@users.noreply.github,other,Unknown,Justin Chu,2023-08-09 21:04:13+00:00,21,2,0,0,3,2,1,0,0,0.0,0,clean,Python,2021-2023,1.0,,1.0,0.0,0.0,0
onnx/onnx,4ad6d3126a9c1ab9b21a8b5c421fe31880d53d20,4ad6d3126a,"Add ImageDecoder operator (#5294)  ### Description <!-- - Describe your changes. --> - Adds a new ImageDecoder operator, to be used in preprocessing models. - Tests use generated images and opencv as ",bugfix,Python,Joaquin Anton,2023-08-10 09:18:09+00:00,9,3,0,0,1462,3,39,3,14,1.57,0,clean,Python,2021-2023,1.0,,365.5,0.08,0.04,0
onnx/onnx,6e2d03a6f8978b0c957862545e18815facce8dbd,6e2d03a6f8,fix build for web assembly (#5495)  ### Description This PR fixes build for web assembly  Signed-off-by: Yulong Wang <7679871+fs-eire@users.noreply.github.com>,bugfix,Unknown,Yulong Wang,2023-08-11 03:12:13+00:00,3,4,0,1,1,1,1,0,1,191.0,0,clean,Python,2021-2023,1.0,,0.5,0.0,95.5,0
onnx/onnx,4c9cd39bc07115642d691e4b6f746e86c69da59f,4c9cd39bc0,Lazy import cv2 only when running reference for ImageDecoder op (#5492)  ### Description <!-- - Describe your changes. --> - Lazy import cv2 only when running reference - Make `requirements-release.tx,bugfix,Python,Chun-Wei Chen,2023-08-11 06:03:18+00:00,6,4,0,0,9,2,2,0,1,5.0,0,clean,Python,2021-2023,1.0,,3.0,0.0,1.67,0
onnx/onnx,1e6e0db7dd03e35e6227fa9955a469866d3efdfe,1e6e0db7dd,"Bump ruff from 0.0.280 to 0.0.283 (#5483)  Bumps [ruff](https://github.com/astral-sh/ruff) from 0.0.280 to 0.0.283. <details> <summary>Release notes</summary> <p><em>Sourced from <a href=""https://gith",bugfix,Python,dependabot[bot],2023-08-11 19:06:10+00:00,19,4,0,0,35,33,3,0,20,8.0,0,clean,Python,2021-2023,1.0,,1.03,0.0,2.0,0
onnx/onnx,ec38b7c4cf3656b9115a68f525017a6e69aa8773,ec38b7c4cf,Add github action to check urls are valid (#5434)  ### Description This action checks that urls in the code or in the documentation are valid.  ### Motivation and Context It avoids having broken urls.,feature,Python,Xavier Dupré,2023-08-11 20:03:01+00:00,20,4,0,0,60,8,6,0,2,7.5,0,clean,Python,2021-2023,1.0,,6.67,0.0,1.07,0
onnx/onnx,f6ffb7aa5a7a9729552197c89495675c2db45709,f6ffb7aa5a,Reduce dependabot update frequency to monthly (#5504)  Reduce dependabot update frequency to monthly so we don't need to handle PRs every week.  Set limit to 10. We shouldn't have more than that.  ---,other,Unknown,Justin Chu,2023-08-14 15:49:29+00:00,15,0,0,0,7,8,1,0,0,0.0,0,clean,Python,2021-2023,1.0,,0.78,0.0,0.0,0
onnx/onnx,329970e15867fe830377ec43bb562c90f1892481,329970e158,Bump actions/deploy-pages from 2.0.3 to 2.0.4 (#5502)  Bumps [actions/deploy-pages](https://github.com/actions/deploy-pages) from 2.0.3 to 2.0.4. <details> <summary>Release notes</summary> <p><em>Sour,bugfix,Unknown,dependabot[bot],2023-08-14 16:11:09+00:00,16,0,0,0,1,1,1,0,0,0.0,0,clean,Python,2021-2023,1.0,,0.5,0.0,0.0,0
onnx/onnx,e90f9f2d051fac6f299ff32fcb218a635dd76615,e90f9f2d05,Bump ZedThree/clang-tidy-review from 0.13.2 to 0.13.3 (#5503)  Bumps [ZedThree/clang-tidy-review](https://github.com/zedthree/clang-tidy-review) from 0.13.2 to 0.13.3. <details> <summary>Release notes,bugfix,Unknown,dependabot[bot],2023-08-14 16:11:18+00:00,16,0,0,0,3,3,2,0,0,0.0,0,clean,Python,2021-2023,1.0,,0.75,0.0,0.0,0
onnx/onnx,55c51d230af652f784f8d038db29d7d3cd5ab1ae,55c51d230a,Bump types-protobuf from 4.23.0.3 to 4.24.0.1 (#5505)  Bumps [types-protobuf](https://github.com/python/typeshed) from 4.23.0.3 to 4.24.0.1. <details> <summary>Commits</summary> <ul> <li>See full diff,feature,Unknown,dependabot[bot],2023-08-14 16:11:40+00:00,16,0,0,0,1,1,1,0,0,0.0,0,clean,Python,2021-2023,1.0,,0.5,0.0,0.0,0
onnx/onnx,79abe307530dba14d1a5e436868b663c49c04280,79abe30753,"Bump ruff from 0.0.283 to 0.0.284 (#5507)  Bumps [ruff](https://github.com/astral-sh/ruff) from 0.0.283 to 0.0.284. <details> <summary>Release notes</summary> <p><em>Sourced from <a href=""https://gith",bugfix,Unknown,dependabot[bot],2023-08-14 16:23:54+00:00,16,0,0,0,1,1,1,0,0,0.0,0,clean,Python,2021-2023,1.0,,0.5,0.0,0.0,0
onnx/onnx,efd95c364da37fefa4e131bc5566f77731045d69,efd95c364d,"Bump mypy from 1.4.1 to 1.5.0 (#5506)  Bumps [mypy](https://github.com/python/mypy) from 1.4.1 to 1.5.0. <details> <summary>Commits</summary> <ul> <li><a href=""https://github.com/python/mypy/commit/a6",bugfix,Unknown,dependabot[bot],2023-08-14 17:44:39+00:00,17,0,0,0,1,1,1,0,0,0.0,0,clean,Python,2021-2023,1.0,,0.5,0.0,0.0,0
onnx/onnx,8a475b34cb3875df311a46f57571646498f5bda7,8a475b34cb,Rename source/target to inferred/declared (#5494)  ### Description  Rename source/target to inferred/declared in shape inference code to reduce confusion  ### Motivation and Context  Fixes #5470  Sign,bugfix,Unknown,Justin Chu,2023-08-16 22:18:46+00:00,22,2,0,1,12,10,2,0,4,9.25,0,clean,Python,2021-2023,1.0,,1.09,0.0,3.08,0
onnx/onnx,9183bbb4b9d15063ffe6bdaaf7a7f9cb34c1ea3c,9183bbb4b9,Fix Slice shape inference in the case of dynamic inputs (#5475)  ### Description Slice shape-inference didn't work when the start or stop inputs were not defined.  ### Motivation and Context This cont,bugfix,Python,AtanasDimitrovQC,2023-08-21 05:38:06+00:00,5,0,0,1,17,2,3,1,1,1.0,0,clean,Python,2021-2023,1.0,,5.67,0.25,0.25,0
onnx/onnx,1679c4ac75aeb148df6628c8b303d0b308b69891,1679c4ac75,"Propagate strict_mode in infer_shape call to subgraphs (#5488)  ### Description when call infer_shape with strict_mode = True with a model, shape inference on subgraphs of the model will always have s",bugfix,Python,liqun Fu,2023-08-21 23:22:31+00:00,23,0,0,1,160,42,8,4,29,6.41,0,clean,Python,2021-2023,1.0,,3.72,0.44,0.71,0
onnx/onnx,b8834f60520631f420b49b5dec803bf55189813a,b8834f6052,Support for parsing and printing empty list value as attribute (#5516)  The existing parser and printer for ONNX text format does not support an empty list as an attribute value. Fix this.  --------- ,bugfix,Unknown,G. Ramalingam,2023-08-22 21:11:02+00:00,21,1,0,0,88,26,4,1,7,9.86,0,clean,Python,2021-2023,1.0,,3.26,0.2,1.97,0
onnx/onnx,c4f68dda7043257adbed03c1517aa51d026cfb45,c4f68dda70,Label encoder with tensor attributes (#5453)  ### Description <!-- - Describe your changes. --> This PR adds `keys_as_tensor` and `values_as_tensor` attributes as discussed in https://github.com/onnx/,feature,Python,Aditya Goel,2023-08-22 22:41:58+00:00,22,1,0,1,875,127,30,4,21,6.0,0,clean,Python,2021-2023,1.0,,6.84,0.13,0.19,0
onnx/onnx,12d9cefa3708b4df2559c9089b6c45ca41195b35,12d9cefa37,Show human-readable attribute type names in `helper.make_attribute` exception (#5517)  ### Description <!-- - Describe your changes. --> Adds a helper function to translate `AttributeProto` types to h,bugfix,Python,Clif Houck,2023-08-23 20:07:52+00:00,20,2,0,0,49,1,2,1,5,6.6,0,clean,Python,2021-2023,1.0,,24.5,0.33,2.2,0
onnx/onnx,45d54c1977874c76f0db2a46b6687cde907ce5af,45d54c1977,"Add double support to tensor attribute LabelEncoder (#5521)  ### Description In https://github.com/onnx/onnx/pull/5453, we should have added support for double inputs. This PR adds double input tensor",feature,Unknown,Aditya Goel,2023-08-23 20:37:02+00:00,20,2,0,0,6,6,3,0,0,0.0,0,clean,Python,2021-2023,1.0,,0.86,0.0,0.0,0
onnx/onnx,b7cb77c5928ed0d23127855ed05d193a8a9c2f47,b7cb77c592,Support selective inlining in function inliner (#5515)  ### Description This extends the function-inliner to support selective function inlining. The caller can indicate which functions are to be inli,feature,Python,G. Ramalingam,2023-08-23 23:35:28+00:00,23,2,0,1,348,30,7,2,29,2.79,0,clean,Python,2021-2023,1.0,,11.23,0.25,0.35,0
onnx/onnx,2a7d8e99caf878f5933661cb6e7dc4fe2189a799,2a7d8e99ca,Support JSON as a serialization target (#5523)  ### Description  Create serializers to the `json` format and register the `json` and `onnxjson` extensions to it.  ```python import onnx model = onnx.lo,test,Python,Justin Chu,2023-08-24 18:48:07+00:00,18,3,0,0,26,0,2,1,2,2.0,0,clean,Python,2021-2023,1.0,,26.0,0.33,0.67,0
onnx/onnx,c77397e046022faed614d43594bd13b7ec28fab7,c77397e046,"Create the onnxtxt serialization format (#5524)  Add support for serializing to and deserializing from the ONNX textual representation, and register it under the `onnxtxt` file extension and format.  ",bugfix,Python,Justin Chu,2023-08-25 22:15:14+00:00,22,4,0,1,54,0,2,1,3,3.0,0,clean,Python,2021-2023,1.0,,54.0,0.33,1.0,0
onnx/onnx,b8482d71eca8d35414e125a5cfbfc16797367fe4,b8482d71ec,Specify the build-system in pyproject.toml (#5531)  ### Description  Specify setuptools in the build-system section in pyproject.toml. So that setuptools gets installed when it is not in the environme,bugfix,Unknown,Justin Chu,2023-08-27 02:16:20+00:00,2,6,1,1,4,0,1,0,0,0.0,0,clean,Python,2021-2023,1.0,,4.0,0.0,0.0,0
onnx/onnx,127f03df691161c99f503060de26e2660aaeb612,127f03df69,Test case to ensure inference error when element types mismatch (#5525)  ### Description <!-- - Describe your changes. --> Created a short proof of concept test case to see what happens when element t,bugfix,Unknown,Clif Houck,2023-08-28 13:43:10+00:00,13,0,0,0,15,0,1,1,1,1.0,0,clean,Python,2021-2023,1.0,,15.0,0.5,0.5,0
onnx/onnx,708a58abb7474a7886cace6a2bb7aa057ee0498a,708a58abb7,"Revert ""Specify the build-system in pyproject.toml"" (#5534)  Reverts onnx/onnx#5531 because the macos release pipeline is broken due to the change.",other,Unknown,Justin Chu,2023-08-28 17:06:22+00:00,17,0,0,0,0,4,1,0,0,0.0,0,clean,Python,2021-2023,1.0,,0.0,0.0,0.0,0
onnx/onnx,934e80c09a23c97ac0db427899dd48e3420b691f,934e80c09a,Specify the build-system in pyproject.toml - second attempt (#5536)  ### Description  Specify setuptools in the build-system section in pyproject.toml. So that setuptools gets installed when it is not,bugfix,Unknown,Justin Chu,2023-08-28 20:45:59+00:00,20,0,0,0,7,3,3,0,0,0.0,0,clean,Python,2021-2023,1.0,,1.75,0.0,0.0,0
onnx/onnx,bb153e35324dabf350093755751b4d78b36cdd90,bb153e3532,Fix einsum documentation typo (#5537)  Fixes the typo described in #5282   fixes https://github.com/onnx/onnx/issues/5282  Signed-off-by: Ganesan Ramalingam <grama@microsoft.com>,bugfix,Unknown,G. Ramalingam,2023-08-28 23:55:07+00:00,23,0,0,1,3,3,3,0,1,73.0,0,clean,Python,2021-2023,1.0,,0.75,0.0,18.25,0
onnx/onnx,7f2e11e3626da900d9e1eb5ae522a4af8dee6b1e,7f2e11e362,Use default stale tags (#4334)  Signed-off-by: Prasanth Pulavarthi <prasanth.pulavarthi@microsoft.com>  ---------  Signed-off-by: Prasanth Pulavarthi <prasanth.pulavarthi@microsoft.com> Co-authored-by,other,Unknown,Prasanth Pulavarthi,2023-08-29 03:50:46+00:00,3,1,0,1,1,2,1,0,0,0.0,0,clean,Python,2021-2023,1.0,,0.33,0.0,0.0,0
onnx/onnx,e1d921373fe58a22d62fa861daff1c22e279fb8a,e1d921373f,"Do not raise an exception in printable_graph when shape is not specified (#5549)  ### Description `make_tensor_value_info(""X"", TensorProto.FLOAT, [None])` is a valid input (according to `check_model`)",other,Python,Xavier Dupré,2023-08-30 14:55:21+00:00,14,2,0,0,18,1,2,1,2,1.5,0,clean,Python,2021-2023,1.0,,9.0,0.33,0.5,0
onnx/onnx,4e34bdd298a42d42cb56fb1dea29c584befd71c2,4e34bdd298,Handle initializers in printer (#5546)  * Update parser documentation to show syntax for initializers and value-infos * Update printer to print initializers and value-infos (See https://github.com/onn,docs,Unknown,G. Ramalingam,2023-08-30 17:04:47+00:00,17,2,0,0,26,3,2,0,3,16.0,0,clean,Python,2021-2023,1.0,,6.5,0.0,5.33,0
onnx/onnx,b11a3efcaf621ea808c1aa1ed1ecb426d9c99b2e,b11a3efcaf,After ONNX 1.14.1 release: update main branch and OnnxReleases.md (#5551)  ### Description <!-- - Describe your changes. --> - Add version 1.14.1 in the main branch as well. - Update OnnxReleases.md a,bugfix,Python,Chun-Wei Chen,2023-08-30 18:15:46+00:00,18,2,0,0,9,6,4,0,0,0.0,0,clean,Python,2021-2023,1.0,,1.29,0.0,0.0,0
onnx/onnx,07ecc5f0b214ec74a10cdba039441821be494eab,07ecc5f0b2,Squash typos in */defs.cc (#5540)  ### Description  Squash typos in defs  ### Motivation and Context  Replace https://github.com/onnx/onnx/pull/4888 and then some.  ---------  Signed-off-by: Justin Ch,other,Unknown,Justin Chu,2023-08-30 18:41:50+00:00,18,2,0,0,63,63,13,0,2,53.5,0,clean,Python,2021-2023,1.0,,0.98,0.0,3.82,0
onnx/onnx,e7b6561c05ba4a6f314d3a4446bb39066ad4b9e8,e7b6561c05,Numpy helper `from_dict` raises type error fix (#5543)  ### Description <!-- - Describe your changes. --> Improves (hopefully) how `from_dict` determines the numpy type of dictionary keys and values b,bugfix,Python,Clif Houck,2023-08-30 20:01:39+00:00,20,2,0,0,65,9,2,1,8,3.38,0,clean,Python,2021-2023,1.0,,6.5,0.33,1.13,0
onnx/onnx,262ed7e6611a3161097e1dad488063b3c4b932f7,262ed7e661,Add missing parameter provider when calling InferenceSession for a unit test (#5553)  ### Description One unit test fails if onnxruntime is compiled with CUDA. This changes fixes it.  ### Motivation a,bugfix,Python,Xavier Dupré,2023-08-31 14:23:09+00:00,14,3,0,0,23,14,2,2,1,2.0,0,clean,Python,2021-2023,1.0,,1.53,0.67,0.67,0
onnx/onnx,403eb3ecfb022c33ba2164595dc1d0a480a3544a,403eb3ecfb,Minor bug fix in merge graphs. (#5556)  Correction in the code of `merge_graphs` function while extracting output names from the two graphs if outputs are not provided in the parameters.  Signed-off-b,bugfix,Python,Anubhav Kumar,2023-08-31 19:19:39+00:00,19,3,0,0,2,2,1,0,1,66.0,0,clean,Python,2021-2023,1.0,,0.67,0.0,33.0,0
onnx/onnx,970563917f6c22e7b2c5400c23cb794e8f52e428,970563917f,Remove deprecated functions in schema.h (#5538)  ### Description  Remove deprecated functions in schema.h that are marked for deletion in 1.15  Signed-off-by: Justin Chu <justinchu@microsoft.com>,other,Unknown,Justin Chu,2023-09-01 07:15:34+00:00,7,4,0,0,0,24,1,0,5,1.0,0,clean,Python,2021-2023,1.0,,0.0,0.0,0.5,0
onnx/onnx,6caf35eb830dbe307be03c8483a7ca23b340f6c4,6caf35eb83,Add BOOL to ReduceMax/Min (#5539)  ### Description  Add BOOL as a support dtype to ReduceMin and ReduceMax  - [x] Update the opset in `defs.cc` - [x] Move the old definition of `old.cc` - [x] Add the ,bugfix,Python,Justin Chu,2023-09-01 15:06:01+00:00,15,4,0,0,548,173,15,2,22,3.95,0,clean,Python,2021-2023,1.0,,3.15,0.12,0.25,0
onnx/onnx,32fc8df2e033c25a379314d30223dbd23fbb8f62,32fc8df2e0,"Bump mypy from 1.5.0 to 1.5.1 (#5561)  Bumps [mypy](https://github.com/python/mypy) from 1.5.0 to 1.5.1. <details> <summary>Commits</summary> <ul> <li><a href=""https://github.com/python/mypy/commit/de",bugfix,Unknown,dependabot[bot],2023-09-01 15:35:16+00:00,15,4,0,0,1,1,1,0,0,0.0,0,clean,Python,2021-2023,1.0,,0.5,0.0,0.0,0
onnx/onnx,d2f1a483c8c3fddc1e37071a6dc2d65a4c64d5eb,d2f1a483c8,Bump actions/checkout from 3.5.3 to 3.6.0 (#5562)  Bumps [actions/checkout](https://github.com/actions/checkout) from 3.5.3 to 3.6.0. <details> <summary>Release notes</summary> <p><em>Sourced from <a ,bugfix,Unknown,dependabot[bot],2023-09-01 16:04:11+00:00,16,4,0,0,15,15,14,0,0,0.0,0,clean,Python,2021-2023,1.0,,0.94,0.0,0.0,0
onnx/onnx,3a76db8234263858cf1456fc4f332263204e1e58,3a76db8234,Reject absolute path when saving external data (#5566)  Respect the proto def. Close #5552.  Signed-off-by: Zhenhua Wang <zhenhuaw@nvidia.com>,other,Python,Zhenhua Wang,2023-09-04 15:34:53+00:00,15,0,0,0,7,1,2,0,2,8.0,0,clean,Python,2021-2023,1.0,,3.5,0.0,2.67,0
onnx/onnx,924044695d6a24a7f363a5dd21432fadb3d48050,924044695d,"Bump ruff from 0.0.284 to 0.0.286 (#5560)  Bumps [ruff](https://github.com/astral-sh/ruff) from 0.0.284 to 0.0.286. <details> <summary>Release notes</summary> <p><em>Sourced from <a href=""https://gith",bugfix,Python,dependabot[bot],2023-09-05 15:28:28+00:00,15,1,0,0,5,7,2,0,1,4.0,0,clean,Python,2021-2023,1.0,,0.62,0.0,1.33,0
onnx/onnx,8e2a2165d12f8fd6da88d72f80d5091e22839107,8e2a2165d1,Clean up setup.py in favor of pyproject.toml (#4879)  ### Description <!-- - Describe your changes. -->  - Move much of the metadata from setup.py to pyproject.toml. Setuptools commands are left uncha,bugfix,Python,Justin Chu,2023-09-05 15:54:06+00:00,15,1,0,0,145,185,14,0,4,3.0,0,clean,Python,2021-2023,1.0,,0.78,0.0,0.2,0
onnx/onnx,bd60a391b4eb3f67ff8f95fa6d57d4ea01188c04,bd60a391b4,Clean up setup.py in favor of pyproject.toml (#4879)  ### Description <!-- - Describe your changes. -->  - Move much of the metadata from setup.py to pyproject.toml. Setuptools commands are left uncha,bugfix,Unknown,Justin Chu,2023-09-05 15:54:06+00:00,15,1,0,0,0,0,0,0,0,0.0,0,clean,Python,2021-2023,1.0,,0.0,0.0,0.0,0
onnx/onnx,7f81ffb41b425940d2ed87df73cfb153a0b18d8b,7f81ffb41b,Use Pillow to implement ImageDecoder (#5555)  Use Pillow to replace opencv to implement ImageDecoder to remove dependency on the heavy opencv. Code change made with help from Copilot Chat.  ### Motiva,bugfix,Python,Justin Chu,2023-09-06 02:10:12+00:00,2,2,0,1,94,81,36,3,15,2.2,0,clean,Python,2021-2023,1.0,,1.15,0.08,0.06,0
onnx/onnx,70d146a0b7ebc990b34a70325ab745614dc002cb,70d146a0b7,Use frozen NumPy array for ImageDecoder backend test if no Pillow (#5511)  ### Description <!-- - Describe your changes. --> - Use frozen NumPy array for ImageDecoder backend test's input/output if th,bugfix,Python,Chun-Wei Chen,2023-09-06 23:43:37+00:00,23,2,0,1,6473,31,8,1,10,1.4,0,clean,Python,2021-2023,1.0,,202.28,0.11,0.16,0
onnx/onnx,a39995c1236aed6a4a967f97853cd3fe08121b28,a39995c123,Support Python editable builds (#5558)  Enable editable builds for `pip install -e .` by fixing a path not found error in `setup.py`.  Previously `Develop` calls `BuildExt` which assumes the directory,bugfix,Python,Justin Chu,2023-09-07 19:08:18+00:00,19,3,0,0,79,79,1,0,5,5.8,0,clean,Python,2021-2023,1.0,,0.99,0.0,2.9,0
onnx/onnx,fdefbe85ed9c362b95b9b401cd19db068a76141f,fdefbe85ed,Rewrite AffineGrid function body to make it pass shapeInference (#5501)  ### Description Function body of AffineGrid is written to pass shape inference. It treats the 2d case as a special from of 3d. ,other,Python,liqun Fu,2023-09-07 22:30:53+00:00,22,3,0,1,181,178,30,2,5,2.4,0,clean,Python,2021-2023,1.0,,1.01,0.06,0.08,0
onnx/onnx,02a41bf1031defac78bd482328381f137ca99137,02a41bf103,Fix Windows and Mac weekly CI failure: set env correctly (#5582)  ### Description <!-- - Describe your changes. --> Set env for onnx-weekly correctly.  ### Motivation and Context <!-- - Why is this ch,bugfix,Unknown,Chun-Wei Chen,2023-09-11 19:46:13+00:00,19,0,0,0,4,6,2,0,0,0.0,0,clean,Python,2021-2023,1.0,,0.57,0.0,0.0,0
onnx/onnx,fb31e11b9f1f09029aede6f23213286341a1ae34,fb31e11b9f,Fix broken status badge in README: nightly run CI in main branch (#5581)  ### Description <!-- - Describe your changes. --> Fix broken status badge in README: running CI nightly in main branch from Az,bugfix,Unknown,Chun-Wei Chen,2023-09-13 18:22:54+00:00,18,2,0,0,21,0,3,0,0,0.0,0,clean,Python,2021-2023,1.0,,21.0,0.0,0.0,0
onnx/onnx,55ffe4e9de916732213471630857f6a920e59e1d,55ffe4e9de,Enable pylint checks with Ruff and remove pylint from lintrunner (#5589)  ### Description  Remove the `pylint` linter in favor of the `PL` rules provided by ruff. This change removes all of the `pylin,bugfix,Python,Justin Chu,2023-09-13 18:27:23+00:00,18,2,0,0,424,483,258,11,110,11.28,0,clean,Python,2021-2023,1.0,,0.88,0.04,0.04,0
onnx/onnx,b82bd2def37bc97a1301f3ca604bf6357e94bd3b,b82bd2def3,Merge the two contributing docs and create instructions for updating an op (#5584)  ### Description  Merge the two contributing docs and create instructions for updating an op  ### Motivation and Cont,bugfix,Unknown,Justin Chu,2023-09-13 18:30:45+00:00,18,2,0,0,203,179,5,0,0,0.0,0,clean,Python,2021-2023,1.0,,1.13,0.0,0.0,0
onnx/onnx,821d156046a96566e7bb8456696c04716bd27f27,821d156046,[Web] Use tensor_dtype_to_np_dtype instead of deprecated function (#5593)  ### Description <!-- - Describe your changes. --> Use tensor_dtype_to_np_dtype instead of deprecated TENSOR_TYPE_TO_NP_TYPE i,bugfix,Unknown,Chun-Wei Chen,2023-09-14 21:49:13+00:00,21,3,0,0,6,5,1,0,0,0.0,0,clean,Python,2021-2023,1.0,,1.0,0.0,0.0,0
onnx/onnx,b302cccb300516ab2ea9bb6ff15c1d38a0ed34bc,b302cccb30,Fix sed -i error in Mac release Pipeline for onnx-weekly (#5598)  ### Description <!-- - Describe your changes. --> Fix sed -i error in Mac release Pipeline for onnx-weekly.  ### Motivation and Contex,bugfix,Unknown,Chun-Wei Chen,2023-09-18 16:38:03+00:00,16,0,0,0,2,2,1,0,0,0.0,0,clean,Python,2021-2023,1.0,,0.67,0.0,0.0,0
onnx/onnx,0e77a4760abb871e6ddd32d93fee946cfc292b2e,0e77a4760a,"Fix miscellaneous warnings in build for clang v16 (#5565)  ### Description  This patch makes the following kinds of fixes to satisfy clang v16 compiling the code with -Wall, -Wextra, and a few other s",bugfix,Unknown,Ashay Rane,2023-09-19 17:27:24+00:00,17,1,0,0,10,15,7,0,9,6.44,0,clean,Python,2021-2023,1.0,,0.62,0.0,0.8,0
onnx/onnx,9d6ef07ce9463e30980ae3731388dc2fb53a8929,9d6ef07ce9,Rename `createNewImpl` to `createNew` (#5602)  ### Description rename createNewImpl with createNew  ### Motivation and Context more compact interface  ---------  Signed-off-by: Liqun Fu <liqfu@microso,feature,Unknown,liqun Fu,2023-09-19 21:32:37+00:00,21,1,0,0,5,5,3,0,5,2.2,0,clean,Python,2021-2023,1.0,,0.83,0.0,0.55,0
onnx/onnx,3d015412360115e989ea78c5eb75911374fd0dd0,3d01541236,Getting onnx to treat `inf/-inf` as float literals. (#5528)  ### Description <!-- - Describe your changes. --> onnx seems to ignore certain possibilities when it comes to otherwise valid IEEE float va,bugfix,Python,Clif Houck,2023-09-19 21:41:25+00:00,21,1,0,0,123,3,3,1,4,14.5,0,clean,Python,2021-2023,1.0,,30.75,0.25,3.62,0
onnx/onnx,bc424cd4764afc7fb8a940023cdf07b6081b02e6,bc424cd476,[CI] Move onnxruntime test from Windows to MacOS (#5605)  ### Description <!-- - Describe your changes. --> Move onnxruntime test from Windows to MacOS.  ### Motivation and Context <!-- - Why is this ,bugfix,Unknown,Chun-Wei Chen,2023-09-20 15:43:25+00:00,15,2,0,0,10,10,2,0,0,0.0,0,clean,Python,2021-2023,1.0,,0.91,0.0,0.0,0
onnx/onnx,a9e0a691035f36dc507f1dc6e2552b0a6687076f,a9e0a69103,"Update diff bakend node tests for auto update doc (#5604)  ### Description <!-- - Describe your changes. --> - Extend `onnx/backend/test/cmd_tools.py` with a new option: ""diff"", which will only update",bugfix,Python,Chun-Wei Chen,2023-09-21 15:42:54+00:00,15,3,0,0,61,4,3,0,5,11.4,0,clean,Python,2021-2023,1.0,,12.2,0.0,2.85,0
onnx/onnx,81ec6a5af913b657cda90f18cb5c9dc823cbaa43,81ec6a5af9,Create `IsNaN-20` and `IsInf-20` (#5583)  ### Description  Create `IsNaN-20` and `IsInf-20` to include all floating point types. Note that even though float8 types like e4m3fnuz do not have representa,bugfix,Python,Justin Chu,2023-09-21 22:20:10+00:00,22,3,0,1,265,20,23,2,6,2.0,0,clean,Python,2021-2023,1.0,,12.62,0.08,0.08,0
onnx/onnx,3abb6b3b38f1314688985824f915e893eab1cab2,3abb6b3b38,Simplify endian detection logic (#5594)  Simplify endian detection logic by removing if branches and leveraging c++ syntax.  Reference: https://github.com/pytorch/pytorch/blob/653c1564bf4c46d9758000ea,other,Unknown,Justin Chu,2023-09-21 22:41:10+00:00,22,3,0,1,4,4,1,0,1,1.0,0,clean,Python,2021-2023,1.0,,0.8,0.0,0.5,0
onnx/onnx,2026f6b0f4bfaf8c99d8744a2c9e0ee6d4f08a0c,2026f6b0f4,"Create DFT-20 (#5514)  ### Description  - Promote the `axis` attribute to input in `DFT-20` and default it to `-2`. `axis` is now input number `2`, after dft_length. - Update documentation for the spe",bugfix,Python,Justin Chu,2023-09-22 23:18:18+00:00,23,4,0,1,1089,713,31,4,60,2.82,0,clean,Python,2021-2023,1.0,,1.53,0.12,0.09,0
onnx/onnx,d8118484d891dfddf2ce3ea9d022ddeeea80afc3,d8118484d8,prepare for rel-1.15.0 (#5588)  ### Description prepare for rel-1.15.0 branch cut (planned for 09/22 https://github.com/onnx/onnx/wiki/Logistics-for-ONNX-Release-1.15.0)  ### Motivation and Context ON,other,Python,liqun Fu,2023-09-22 23:27:12+00:00,23,4,0,1,6,3,4,1,2,1.0,0,clean,Python,2021-2023,1.0,,1.5,0.2,0.2,0
onnx/onnx,2b770ab5174b9551e4e0e3b2912a4246df97c2eb,2b770ab517,"Clarify reduction behavior for an empty set of values (#5568)  Clarify the behavior of the reduction-ops when reducing an empty set of values, by updating the test-cases and documentation.  It is usef",test,Python,G. Ramalingam,2023-09-22 23:56:22+00:00,23,4,0,1,1027,94,22,3,29,4.34,0,clean,Python,2021-2023,1.0,,10.81,0.13,0.19,0
